INFO 2025-07-06 18:37:25,801 autoreload 4936 3052 Watching for file changes with StatReloader
INFO 2025-07-06 18:39:03,071 basehttp 4936 13268 "GET /api/change-requests/approved/ HTTP/1.1" 200 34669
INFO 2025-07-06 18:39:03,573 basehttp 4936 13268 "GET /api/change-requests/approved/ HTTP/1.1" 200 34669
INFO 2025-07-06 18:39:04,082 basehttp 4936 9480 "GET /api/change-requests/approved/ HTTP/1.1" 200 34669
INFO 2025-07-06 18:39:04,545 basehttp 4936 13268 "GET /api/change-requests/approved/ HTTP/1.1" 200 34669
INFO 2025-07-06 18:39:04,972 basehttp 4936 9480 "GET /api/change-requests/approved/ HTTP/1.1" 200 34669
INFO 2025-07-06 18:39:05,424 basehttp 4936 9480 "GET /api/change-requests/approved/ HTTP/1.1" 200 34669
INFO 2025-07-06 18:39:05,937 basehttp 4936 9480 "GET /api/change-requests/approved/ HTTP/1.1" 200 34669
INFO 2025-07-06 18:39:06,511 basehttp 4936 13268 "GET /api/change-requests/approved/ HTTP/1.1" 200 34669
INFO 2025-07-06 18:39:06,889 basehttp 4936 13268 "GET /api/students/ HTTP/1.1" 200 2890
INFO 2025-07-06 18:39:06,915 basehttp 4936 13268 "GET /api/students/ HTTP/1.1" 200 2890
INFO 2025-07-06 18:39:07,449 basehttp 4936 9480 "GET /api/change-requests/approved/ HTTP/1.1" 200 34669
INFO 2025-07-06 18:39:07,910 basehttp 4936 13268 "GET /api/change-requests/approved/ HTTP/1.1" 200 34669
INFO 2025-07-06 18:39:08,349 basehttp 4936 9480 "GET /api/change-requests/approved/ HTTP/1.1" 200 34669
INFO 2025-07-06 18:39:08,758 basehttp 4936 13268 "GET /api/change-requests/approved/ HTTP/1.1" 200 34669
INFO 2025-07-06 18:39:09,272 basehttp 4936 9480 "GET /api/change-requests/approved/ HTTP/1.1" 200 34669
INFO 2025-07-06 18:45:22,438 autoreload 4936 3052 D:\ips-management\Backend\src\api\views.py changed, reloading.
INFO 2025-07-06 18:45:24,019 autoreload 7044 10260 Watching for file changes with StatReloader
INFO 2025-07-06 18:45:43,105 basehttp 7044 1936 "GET /admin/api/changerequest/ HTTP/1.1" 200 96667
INFO 2025-07-06 18:45:43,174 basehttp 7044 1936 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-07-06 18:45:46,627 basehttp 7044 2704 "GET /api/students/ HTTP/1.1" 200 2890
INFO 2025-07-06 18:45:46,639 basehttp 7044 2704 "GET /api/students/ HTTP/1.1" 200 2890
INFO 2025-07-06 18:48:18,639 autoreload 7044 10260 D:\ips-management\Backend\src\api\admin.py changed, reloading.
INFO 2025-07-06 18:48:20,439 autoreload 12532 1988 Watching for file changes with StatReloader
